date,weekday,is_weekend,weather_desc,temp,rain,snow,wind,cloud,total,male,female,sex_unknown,10s,20s,30s,40s,50s,60s,70s+,age_unknown,humid,is_rain,is_snow
2024-12-18,Wednesday,0,맑음,-3.4,0,0,2.2,0,46558,21442,12491,12625,2845,10810,10990,8461,6513,2615,503,3821,47.1,0,0
2024-12-19,Thursday,0,맑음,-1.4,0,0,1.5,3.3,48275,22217,12841,13217,3013,11221,11180,8730,6781,2818,530,4002,47.4,0,0
2024-12-20,Friday,0,흐림+비+눈,1.4,0.4,0.5,2,9.1,49006,22731,12914,13361,3204,11206,11331,8844,6936,2935,533,4017,60.9,1,1
2024-12-21,Saturday,1,맑음+비+눈,-0.7,2.9,2.7,2.8,5.3,28801,14262,6669,7870,2127,7537,6600,4545,3786,1589,294,2323,74.1,1,1
2024-12-22,Sunday,1,맑음+눈,-3.4,0,1.4,2.1,0,28070,13901,6611,7558,2265,7716,6519,4177,3511,1355,248,2279,52.9,0,1
2024-12-23,Monday,0,맑음+눈,0.3,0,0.7,2.2,0.9,46728,21635,12328,12765,2998,11169,10882,8325,6424,2543,510,3877,58.5,0,1
2024-12-24,Tuesday,0,맑음,-0.4,0,0,1.4,2.1,47724,22251,12473,13000,3016,11180,11081,8601,6610,2763,563,3910,50.3,0,0
2024-12-25,Wednesday,0,흐림+비,2.7,0.1,0,2,8.3,32464,15831,7928,8705,2538,8224,7275,5106,4385,1879,330,2727,63.1,1,0
2024-12-26,Thursday,0,맑음,0.1,0,0,3.4,0.8,43886,20576,11433,11877,2756,10383,10138,7870,6157,2482,532,3568,57.9,0,0
2024-12-27,Friday,0,맑음,-2.6,0,0,2.7,2.3,43555,20635,11126,11794,2792,10291,10274,7674,6040,2469,507,3508,51.4,0,0
2024-12-28,Saturday,1,맑음,-3,0,0,2.5,1.1,32898,16066,8048,8784,2274,8438,7461,5290,4492,1890,370,2683,48.3,0,0
2024-12-29,Sunday,1,맑음,1.1,0,0,1.5,5.1,31797,15636,7604,8557,2445,8551,7133,4931,4073,1739,293,2632,56.1,0,0
2024-12-30,Monday,0,흐림,5.5,0,0,2.3,7.4,48996,22903,12661,13432,3160,11701,11360,8565,6750,2816,535,4109,68.5,0,0
2024-12-31,Tuesday,0,맑음,0.6,0,0,2.6,0,46036,21460,11829,12747,2480,10123,11082,8197,6645,2985,690,3834,45.8,0,0
